file,topic_id,topic,level,question,type,answer
t16_h.md,16,Основы геоэкономики,Высокий,12,single,B
t16_h.md,16,Основы геоэкономики,Высокий,13,single,D
t16_h.md,16,Основы геоэкономики,Высокий,14,single,B
t16_h.md,16,Основы геоэкономики,Высокий,15,single,D
t16_h.md,16,Основы геоэкономики,Высокий,16,single,D
t16_h.md,16,Основы геоэкономики,Высокий,17,single,B
t16_h.md,16,Основы геоэкономики,Высокий,18,single,D
t16_h.md,16,Основы геоэкономики,Высокий,19,single,B
t16_h.md,16,Основы геоэкономики,Высокий,20,single,A
t16_h.md,16,Основы геоэкономики,Высокий,21,single,D
t16_h.md,16,Основы геоэкономики,Высокий,22,single,B
t16_h.md,16,Основы геоэкономики,Высокий,23,single,D
t16_h.md,16,Основы геоэкономики,Высокий,24,single,D
t16_h.md,16,Основы геоэкономики,Высокий,25,single,A
t16_h.md,16,Основы геоэкономики,Высокий,26,context_single,B
t16_h.md,16,Основы геоэкономики,Высокий,27,context_single,A
t16_h.md,16,Основы геоэкономики,Высокий,28,context_single,B
t16_h.md,16,Основы геоэкономики,Высокий,29,context_single,D
t16_h.md,16,Основы геоэкономики,Высокий,30,context_single,B
t16_h.md,16,Основы геоэкономики,Высокий,31,multi,AC
t16_h.md,16,Основы геоэкономики,Высокий,32,multi,AD
t16_h.md,16,Основы геоэкономики,Высокий,33,multi,BD
t16_h.md,16,Основы геоэкономики,Высокий,34,multi,AC
t16_h.md,16,Основы геоэкономики,Высокий,35,multi,AD
t16_h.md,16,Основы геоэкономики,Высокий,36,match,"1-C, 2-A, 3-D, 4-B"
t16_h.md,16,Основы геоэкономики,Высокий,37,match,"1-C, 2-A, 3-D, 4-B"
t16_h.md,16,Основы геоэкономики,Высокий,38,match,"1-A, 2-C, 3-D, 4-B"
t16_h.md,16,Основы геоэкономики,Высокий,39,match,"1-A, 2-B, 3-C, 4-D"
t16_h.md,16,Основы геоэкономики,Высокий,40,match,"1-B, 2-A, 3-D, 4-C"
t17_b.md,17,Страны мира,Базовый,1,single,B
t17_b.md,17,Страны мира,Базовый,2,single,B
t17_b.md,17,Страны мира,Базовый,3,single,A
t17_b.md,17,Страны мира,Базовый,4,single,A
t17_b.md,17,Страны мира,Базовый,5,single,A
t17_b.md,17,Страны мира,Базовый,6,single,D
t17_b.md,17,Страны мира,Базовый,7,single,C
t17_b.md,17,Страны мира,Базовый,8,single,D
t17_b.md,17,Страны мира,Базовый,9,single,B
t17_b.md,17,Страны мира,Базовый,10,single,A
t17_b.md,17,Страны мира,Базовый,11,single,A
t17_b.md,17,Страны мира,Базовый,12,single,D
t17_b.md,17,Страны мира,Базовый,13,single,A
t17_b.md,17,Страны мира,Базовый,14,single,B
t17_b.md,17,Страны мира,Базовый,15,single,B
t17_b.md,17,Страны мира,Базовый,16,single,B
t17_b.md,17,Страны мира,Базовый,17,single,C
t17_b.md,17,Страны мира,Базовый,18,single,C
t17_b.md,17,Страны мира,Базовый,19,single,D
t17_b.md,17,Страны мира,Базовый,20,single,B
t17_b.md,17,Страны мира,Базовый,21,single,D
t17_b.md,17,Страны мира,Базовый,22,single,B
t17_b.md,17,Страны мира,Базовый,23,single,B
t17_b.md,17,Страны мира,Базовый,24,single,B
t17_b.md,17,Страны мира,Базовый,25,single,A
t17_b.md,17,Страны мира,Базовый,26,context_single,D
t17_b.md,17,Страны мира,Базовый,27,context_single,A
t17_b.md,17,Страны мира,Базовый,28,context_single,A
t17_b.md,17,Страны мира,Базовый,29,context_single,D
t17_b.md,17,Страны мира,Базовый,30,context_single,B
t17_b.md,17,Страны мира,Базовый,31,multi,CD
t17_b.md,17,Страны мира,Базовый,32,multi,AC
t17_b.md,17,Страны мира,Базовый,33,multi,AD
t17_b.md,17,Страны мира,Базовый,34,multi,BD
t17_b.md,17,Страны мира,Базовый,35,multi,AD
t17_b.md,17,Страны мира,Базовый,36,match,"1-C, 2-B, 3-D, 4-A"
t17_b.md,17,Страны мира,Базовый,37,match,"1-D, 2-C, 3-A, 4-B"
t17_b.md,17,Страны мира,Базовый,38,match,"1-B, 2-C, 3-A, 4-D"
t17_b.md,17,Страны мира,Базовый,39,match,"1-B, 2-C, 3-A, 4-D"
t17_b.md,17,Страны мира,Базовый,40,match,"1-B, 2-C, 3-A, 4-D"
t17_m.md,17,Страны мира,Средний,1,single,D
t17_m.md,17,Страны мира,Средний,2,single,D
t17_m.md,17,Страны мира,Средний,3,single,C
t17_m.md,17,Страны мира,Средний,4,single,B
t17_m.md,17,Страны мира,Средний,5,single,C
t17_m.md,17,Страны мира,Средний,6,single,A
t17_m.md,17,Страны мира,Средний,7,single,A
t17_m.md,17,Страны мира,Средний,8,single,D
t17_m.md,17,Страны мира,Средний,9,single,D
t17_m.md,17,Страны мира,Средний,10,single,D
t17_m.md,17,Страны мира,Средний,11,single,A
t17_m.md,17,Страны мира,Средний,12,single,B
t17_m.md,17,Страны мира,Средний,13,single,A
t17_m.md,17,Страны мира,Средний,14,single,C
t17_m.md,17,Страны мира,Средний,15,single,B
t17_m.md,17,Страны мира,Средний,16,single,D
t17_m.md,17,Страны мира,Средний,17,single,D
t17_m.md,17,Страны мира,Средний,18,single,B
t17_m.md,17,Страны мира,Средний,19,single,B
t17_m.md,17,Страны мира,Средний,20,single,D
t17_m.md,17,Страны мира,Средний,21,single,C
t17_m.md,17,Страны мира,Средний,22,single,D
t17_m.md,17,Страны мира,Средний,23,single,C
t17_m.md,17,Страны мира,Средний,24,single,D
t17_m.md,17,Страны мира,Средний,25,single,C
t17_m.md,17,Страны мира,Средний,26,context_single,A
t17_m.md,17,Страны мира,Средний,27,context_single,C
t17_m.md,17,Страны мира,Средний,28,context_single,B
t17_m.md,17,Страны мира,Средний,29,context_single,B
t17_m.md,17,Страны мира,Средний,30,context_single,C
t17_m.md,17,Страны мира,Средний,31,multi,CD
t17_m.md,17,Страны мира,Средний,32,multi,AC
t17_m.md,17,Страны мира,Средний,33,multi,AC
t17_m.md,17,Страны мира,Средний,34,multi,AD
t17_m.md,17,Страны мира,Средний,35,multi,BC
t17_m.md,17,Страны мира,Средний,36,match,"1-A, 2-B, 3-D, 4-C"
t17_m.md,17,Страны мира,Средний,37,match,"1-C, 2-D, 3-A, 4-B"
t17_m.md,17,Страны мира,Средний,38,match,"1-B, 2-A, 3-D, 4-C"
t17_m.md,17,Страны мира,Средний,39,match,"1-B, 2-C, 3-A, 4-D"
t17_m.md,17,Страны мира,Средний,40,match,"1-A, 2-B, 3-D, 4-C"
t17_h.md,17,Страны мира,Высокий,1,single,A
t17_h.md,17,Страны мира,Высокий,2,single,D
t17_h.md,17,Страны мира,Высокий,3,single,D
t17_h.md,17,Страны мира,Высокий,4,single,B
t17_h.md,17,Страны мира,Высокий,5,single,B
t17_h.md,17,Страны мира,Высокий,6,single,D
t17_h.md,17,Страны мира,Высокий,7,single,A
t17_h.md,17,Страны мира,Высокий,8,single,D
t17_h.md,17,Страны мира,Высокий,9,single,D
t17_h.md,17,Страны мира,Высокий,10,single,A
t17_h.md,17,Страны мира,Высокий,11,single,C
t17_h.md,17,Страны мира,Высокий,12,single,B
t17_h.md,17,Страны мира,Высокий,13,single,C
t17_h.md,17,Страны мира,Высокий,14,single,D
t17_h.md,17,Страны мира,Высокий,15,single,C
t17_h.md,17,Страны мира,Высокий,16,single,B
t17_h.md,17,Страны мира,Высокий,17,single,A
t17_h.md,17,Страны мира,Высокий,18,single,B
t17_h.md,17,Страны мира,Высокий,19,single,C
t17_h.md,17,Страны мира,Высокий,20,single,B
t17_h.md,17,Страны мира,Высокий,21,single,C
t17_h.md,17,Страны мира,Высокий,22,single,B
t17_h.md,17,Страны мира,Высокий,23,single,C
t17_h.md,17,Страны мира,Высокий,24,single,B
t17_h.md,17,Страны мира,Высокий,25,single,D
t17_h.md,17,Страны мира,Высокий,26,context_single,D
t17_h.md,17,Страны мира,Высокий,27,context_single,A
t17_h.md,17,Страны мира,Высокий,28,context_single,A
t17_h.md,17,Страны мира,Высокий,29,context_single,C
t17_h.md,17,Страны мира,Высокий,30,context_single,B
t17_h.md,17,Страны мира,Высокий,31,multi,AD
t17_h.md,17,Страны мира,Высокий,32,multi,AB
t17_h.md,17,Страны мира,Высокий,33,multi,CD
t17_h.md,17,Страны мира,Высокий,34,multi,AD
t17_h.md,17,Страны мира,Высокий,35,multi,AB
t17_h.md,17,Страны мира,Высокий,36,match,"1-D, 2-B, 3-A, 4-C"
t17_h.md,17,Страны мира,Высокий,37,match,"1-D, 2-B, 3-C, 4-A"
t17_h.md,17,Страны мира,Высокий,38,match,"1-C, 2-A, 3-B, 4-D"
t17_h.md,17,Страны мира,Высокий,39,match,"1-B, 2-A, 3-C, 4-D"
t17_h.md,17,Страны мира,Высокий,40,match,"1-B, 2-D, 3-A, 4-C"
t18_b.md,18,Регионы мира,Базовый,1,single,C
t18_b.md,18,Регионы мира,Базовый,2,single,D
t18_b.md,18,Регионы мира,Базовый,3,single,D
t18_b.md,18,Регионы мира,Базовый,4,single,D
t18_b.md,18,Регионы мира,Базовый,5,single,D
t18_b.md,18,Регионы мира,Базовый,6,single,A
t18_b.md,18,Регионы мира,Базовый,7,single,C
t18_b.md,18,Регионы мира,Базовый,8,single,A
t18_b.md,18,Регионы мира,Базовый,9,single,C
t18_b.md,18,Регионы мира,Базовый,10,single,C
t18_b.md,18,Регионы мира,Базовый,11,single,B
t18_b.md,18,Регионы мира,Базовый,12,single,A
t18_b.md,18,Регионы мира,Базовый,13,single,B
t18_b.md,18,Регионы мира,Базовый,14,single,D
t18_b.md,18,Регионы мира,Базовый,15,single,B
t18_b.md,18,Регионы мира,Базовый,16,single,C
t18_b.md,18,Регионы мира,Базовый,17,single,D
t18_b.md,18,Регионы мира,Базовый,18,single,B
t18_b.md,18,Регионы мира,Базовый,19,single,D
t18_b.md,18,Регионы мира,Базовый,20,single,A
t18_b.md,18,Регионы мира,Базовый,21,single,C
t18_b.md,18,Регионы мира,Базовый,22,single,C
t18_b.md,18,Регионы мира,Базовый,23,single,B
t18_b.md,18,Регионы мира,Базовый,24,single,B
t18_b.md,18,Регионы мира,Базовый,25,single,B
t18_b.md,18,Регионы мира,Базовый,26,context_single,C
t18_b.md,18,Регионы мира,Базовый,27,context_single,C
t18_b.md,18,Регионы мира,Базовый,28,context_single,C
t18_b.md,18,Регионы мира,Базовый,29,context_single,A
t18_b.md,18,Регионы мира,Базовый,30,context_single,B
t18_b.md,18,Регионы мира,Базовый,31,multi,AD
t18_b.md,18,Регионы мира,Базовый,32,multi,AD
t18_b.md,18,Регионы мира,Базовый,33,multi,AD
t18_b.md,18,Регионы мира,Базовый,34,multi,AB
t18_b.md,18,Регионы мира,Базовый,35,multi,CD
t18_b.md,18,Регионы мира,Базовый,36,match,"1-A, 2-C, 3-B, 4-D"
t18_b.md,18,Регионы мира,Базовый,37,match,"1-A, 2-C, 3-B, 4-D"
t18_b.md,18,Регионы мира,Базовый,38,match,"1-B, 2-D, 3-C, 4-A"
t18_b.md,18,Регионы мира,Базовый,39,match,"1-D, 2-C, 3-B, 4-A"
t18_b.md,18,Регионы мира,Базовый,40,match,"1-B, 2-A, 3-C, 4-D"
t18_m.md,18,Регионы мира,Средний,1,single,C
t18_m.md,18,Регионы мира,Средний,2,single,D
t18_m.md,18,Регионы мира,Средний,3,single,A
t18_m.md,18,Регионы мира,Средний,4,single,C
t18_m.md,18,Регионы мира,Средний,5,single,D
t18_m.md,18,Регионы мира,Средний,6,single,C
t18_m.md,18,Регионы мира,Средний,7,single,C
t18_m.md,18,Регионы мира,Средний,8,single,A
t18_m.md,18,Регионы мира,Средний,9,single,B
t18_m.md,18,Регионы мира,Средний,10,single,C
t18_m.md,18,Регионы мира,Средний,11,single,D
t18_m.md,18,Регионы мира,Средний,12,single,A
t18_m.md,18,Регионы мира,Средний,13,single,C
t18_m.md,18,Регионы мира,Средний,14,single,A
t18_m.md,18,Регионы мира,Средний,15,single,D
t18_m.md,18,Регионы мира,Средний,16,single,C
t18_m.md,18,Регионы мира,Средний,17,single,C
t18_m.md,18,Регионы мира,Средний,18,single,C
t18_m.md,18,Регионы мира,Средний,19,single,B
t18_m.md,18,Регионы мира,Средний,20,single,A
t18_m.md,18,Регионы мира,Средний,21,single,B
t18_m.md,18,Регионы мира,Средний,22,single,D
t18_m.md,18,Регионы мира,Средний,23,single,A
t18_m.md,18,Регионы мира,Средний,24,single,C
t18_m.md,18,Регионы мира,Средний,25,single,D
t18_m.md,18,Регионы мира,Средний,26,context_single,A
t18_m.md,18,Регионы мира,Средний,27,context_single,B
t18_m.md,18,Регионы мира,Средний,28,context_single,B
t18_m.md,18,Регионы мира,Средний,29,context_single,D
t18_m.md,18,Регионы мира,Средний,30,context_single,B
t18_m.md,18,Регионы мира,Средний,31,multi,CD
t18_m.md,18,Регионы мира,Средний,32,multi,AB
t18_m.md,18,Регионы мира,Средний,33,multi,BD
t18_m.md,18,Регионы мира,Средний,34,multi,CD
t18_m.md,18,Регионы мира,Средний,35,multi,BD
t18_m.md,18,Регионы мира,Средний,36,match,"1-C, 2-D, 3-B, 4-A"
t18_m.md,18,Регионы мира,Средний,37,match,"1-A, 2-D, 3-B, 4-C"
t18_m.md,18,Регионы мира,Средний,38,match,"1-A, 2-C, 3-D, 4-B"
t18_m.md,18,Регионы мира,Средний,39,match,"1-C, 2-B, 3-D, 4-A"
t18_m.md,18,Регионы мира,Средний,40,match,"1-D, 2-C, 3-A, 4-B"
t18_h.md,18,Регионы мира,Высокий,1,single,B
t18_h.md,18,Регионы мира,Высокий,2,single,C
t18_h.md,18,Регионы мира,Высокий,3,single,C
t18_h.md,18,Регионы мира,Высокий,4,single,C
t18_h.md,18,Регионы мира,Высокий,5,single,A
t18_h.md,18,Регионы мира,Высокий,6,single,A
t18_h.md,18,Регионы мира,Высокий,7,single,D
t18_h.md,18,Регионы мира,Высокий,8,single,B
t18_h.md,18,Регионы мира,Высокий,9,single,A
t18_h.md,18,Регионы мира,Высокий,10,single,A
t18_h.md,18,Регионы мира,Высокий,11,single,B
t18_h.md,18,Регионы мира,Высокий,12,single,B
t18_h.md,18,Регионы мира,Высокий,13,single,A
t18_h.md,18,Регионы мира,Высокий,14,single,A
t18_h.md,18,Регионы мира,Высокий,15,single,C
t18_h.md,18,Регионы мира,Высокий,16,single,B
t18_h.md,18,Регионы мира,Высокий,17,single,A
t18_h.md,18,Регионы мира,Высокий,18,single,D
t18_h.md,18,Регионы мира,Высокий,19,single,A
t18_h.md,18,Регионы мира,Высокий,20,single,A
t18_h.md,18,Регионы мира,Высокий,21,single,C
t18_h.md,18,Регионы мира,Высокий,22,single,A
t18_h.md,18,Регионы мира,Высокий,23,single,D
t18_h.md,18,Регионы мира,Высокий,24,single,A
t18_h.md,18,Регионы мира,Высокий,25,single,C
t18_h.md,18,Регионы мира,Высокий,26,context_single,D
t18_h.md,18,Регионы мира,Высокий,27,context_single,B
t18_h.md,18,Регионы мира,Высокий,28,context_single,D
t18_h.md,18,Регионы мира,Высокий,29,context_single,C
t18_h.md,18,Регионы мира,Высокий,30,context_single,D
t18_h.md,18,Регионы мира,Высокий,31,multi,CD
t18_h.md,18,Регионы мира,Высокий,32,multi,CD
t18_h.md,18,Регионы мира,Высокий,33,multi,AB
t18_h.md,18,Регионы мира,Высокий,34,multi,BC
t18_h.md,18,Регионы мира,Высокий,35,multi,CD
t18_h.md,18,Регионы мира,Высокий,36,match,"1-C, 2-A, 3-D, 4-B"
t18_h.md,18,Регионы мира,Высокий,37,match,"1-C, 2-A, 3-D, 4-B"
t18_h.md,18,Регионы мира,Высокий,38,match,"1-C, 2-B, 3-A, 4-D"
t18_h.md,18,Регионы мира,Высокий,39,match,"1-A, 2-B, 3-D, 4-C"
t18_h.md,18,Регионы мира,Высокий,40,match,"1-B, 2-D, 3-A, 4-C"
t19_b.md,19,Методы сравнения стран,Базовый,1,single,A
t19_b.md,19,Методы сравнения стран,Базовый,2,single,D
t19_b.md,19,Методы сравнения стран,Базовый,3,single,B
t19_b.md,19,Методы сравнения стран,Базовый,4,single,A
t19_b.md,19,Методы сравнения стран,Базовый,5,single,A
t19_b.md,19,Методы сравнения стран,Базовый,6,single,B
t19_b.md,19,Методы сравнения стран,Базовый,7,single,A
t19_b.md,19,Методы сравнения стран,Базовый,8,single,B
t19_b.md,19,Методы сравнения стран,Базовый,9,single,C
t19_b.md,19,Методы сравнения стран,Базовый,10,single,C
t19_b.md,19,Методы сравнения стран,Базовый,11,single,A
t19_b.md,19,Методы сравнения стран,Базовый,12,single,D
t19_b.md,19,Методы сравнения стран,Базовый,13,single,B
t19_b.md,19,Методы сравнения стран,Базовый,14,single,A
t19_b.md,19,Методы сравнения стран,Базовый,15,single,D
t19_b.md,19,Методы сравнения стран,Базовый,16,single,C
t19_b.md,19,Методы сравнения стран,Базовый,17,single,C
t19_b.md,19,Методы сравнения стран,Базовый,18,single,D
t19_b.md,19,Методы сравнения стран,Базовый,19,single,A
t19_b.md,19,Методы сравнения стран,Базовый,20,single,B
t19_b.md,19,Методы сравнения стран,Базовый,21,single,A
t19_b.md,19,Методы сравнения стран,Базовый,22,single,D
t19_b.md,19,Методы сравнения стран,Базовый,23,single,C
t19_b.md,19,Методы сравнения стран,Базовый,24,single,B
t19_b.md,19,Методы сравнения стран,Базовый,25,single,C
t19_b.md,19,Методы сравнения стран,Базовый,26,context_single,D
t19_b.md,19,Методы сравнения стран,Базовый,27,context_single,A
t19_b.md,19,Методы сравнения стран,Базовый,28,context_single,C
t19_b.md,19,Методы сравнения стран,Базовый,29,context_single,B
t19_b.md,19,Методы сравнения стран,Базовый,30,context_single,D
t19_b.md,19,Методы сравнения стран,Базовый,31,multi,BC
t19_b.md,19,Методы сравнения стран,Базовый,32,multi,AC
t19_b.md,19,Методы сравнения стран,Базовый,33,multi,AD
t19_b.md,19,Методы сравнения стран,Базовый,34,multi,CD
t19_b.md,19,Методы сравнения стран,Базовый,35,multi,AD
t19_b.md,19,Методы сравнения стран,Базовый,36,match,"1-B, 2-D, 3-A, 4-C"
t19_b.md,19,Методы сравнения стран,Базовый,37,match,"1-A, 2-C, 3-B, 4-D"
t19_b.md,19,Методы сравнения стран,Базовый,38,match,"1-A, 2-C, 3-B, 4-D"
t19_b.md,19,Методы сравнения стран,Базовый,39,match,"1-B, 2-C, 3-A, 4-D"
t19_b.md,19,Методы сравнения стран,Базовый,40,match,"1-D, 2-B, 3-C, 4-A"
t19_m.md,19,Методы сравнения стран,Средний,1,single,D
t19_m.md,19,Методы сравнения стран,Средний,2,single,A
t19_m.md,19,Методы сравнения стран,Средний,3,single,D
t19_m.md,19,Методы сравнения стран,Средний,4,single,B
t19_m.md,19,Методы сравнения стран,Средний,5,single,D
t19_m.md,19,Методы сравнения стран,Средний,6,single,B
t19_m.md,19,Методы сравнения стран,Средний,7,single,B
t19_m.md,19,Методы сравнения стран,Средний,8,single,B
t19_m.md,19,Методы сравнения стран,Средний,9,single,A
t19_m.md,19,Методы сравнения стран,Средний,10,single,B
t19_m.md,19,Методы сравнения стран,Средний,11,single,B
t19_m.md,19,Методы сравнения стран,Средний,12,single,D
t19_m.md,19,Методы сравнения стран,Средний,13,single,C
t19_m.md,19,Методы сравнения стран,Средний,14,single,C
t19_m.md,19,Методы сравнения стран,Средний,15,single,A
t19_m.md,19,Методы сравнения стран,Средний,16,single,B
t19_m.md,19,Методы сравнения стран,Средний,17,single,D
t19_m.md,19,Методы сравнения стран,Средний,18,single,C
t19_m.md,19,Методы сравнения стран,Средний,19,single,A
t19_m.md,19,Методы сравнения стран,Средний,20,single,C
t19_m.md,19,Методы сравнения стран,Средний,21,single,B
t19_m.md,19,Методы сравнения стран,Средний,22,single,B
t19_m.md,19,Методы сравнения стран,Средний,23,single,B
t19_m.md,19,Методы сравнения стран,Средний,24,single,B
t19_m.md,19,Методы сравнения стран,Средний,25,single,B
t19_m.md,19,Методы сравнения стран,Средний,26,context_single,B
t19_m.md,19,Методы сравнения стран,Средний,27,context_single,B
t19_m.md,19,Методы сравнения стран,Средний,28,context_single,A
t19_m.md,19,Методы сравнения стран,Средний,29,context_single,D
t19_m.md,19,Методы сравнения стран,Средний,30,context_single,B
t19_m.md,19,Методы сравнения стран,Средний,31,multi,BD
t19_m.md,19,Методы сравнения стран,Средний,32,multi,AB
t19_m.md,19,Методы сравнения стран,Средний,33,multi,BD
t19_m.md,19,Методы сравнения стран,Средний,34,multi,AC
t19_m.md,19,Методы сравнения стран,Средний,35,multi,AB
t19_m.md,19,Методы сравнения стран,Средний,36,match,"1-B, 2-C, 3-A, 4-D"
t19_m.md,19,Методы сравнения стран,Средний,37,match,"1-A, 2-B, 3-D, 4-C"
t19_m.md,19,Методы сравнения стран,Средний,38,match,"1-D, 2-A, 3-B, 4-C"
t19_m.md,19,Методы сравнения стран,Средний,39,match,"1-A, 2-C, 3-B, 4-D"
t19_m.md,19,Методы сравнения стран,Средний,40,match,"1-B, 2-A, 3-C, 4-D"
t19_h.md,19,Методы сравнения стран,Высокий,1,single,A
t19_h.md,19,Методы сравнения стран,Высокий,2,single,B
t19_h.md,19,Методы сравнения стран,Высокий,3,single,D
t19_h.md,19,Методы сравнения стран,Высокий,4,single,B
t19_h.md,19,Методы сравнения стран,Высокий,5,single,C
t19_h.md,19,Методы сравнения стран,Высокий,6,single,B
t19_h.md,19,Методы сравнения стран,Высокий,7,single,D
t19_h.md,19,Методы сравнения стран,Высокий,8,single,D
t19_h.md,19,Методы сравнения стран,Высокий,9,single,B
t19_h.md,19,Методы сравнения стран,Высокий,10,single,C
t19_h.md,19,Методы сравнения стран,Высокий,11,single,A
t19_h.md,19,Методы сравнения стран,Высокий,12,single,A
t19_h.md,19,Методы сравнения стран,Высокий,13,single,B
t19_h.md,19,Методы сравнения стран,Высокий,14,single,C
t19_h.md,19,Методы сравнения стран,Высокий,15,single,C
t19_h.md,19,Методы сравнения стран,Высокий,16,single,D
t19_h.md,19,Методы сравнения стран,Высокий,17,single,A
t19_h.md,19,Методы сравнения стран,Высокий,18,single,A
t19_h.md,19,Методы сравнения стран,Высокий,19,single,B
t19_h.md,19,Методы сравнения стран,Высокий,20,single,C
t19_h.md,19,Методы сравнения стран,Высокий,21,single,B
t19_h.md,19,Методы сравнения стран,Высокий,22,single,D
t19_h.md,19,Методы сравнения стран,Высокий,23,single,C
t19_h.md,19,Методы сравнения стран,Высокий,24,single,A
t19_h.md,19,Методы сравнения стран,Высокий,25,single,D
t19_h.md,19,Методы сравнения стран,Высокий,26,context_single,C
t19_h.md,19,Методы сравнения стран,Высокий,27,context_single,B
t19_h.md,19,Методы сравнения стран,Высокий,28,context_single,A
t19_h.md,19,Методы сравнения стран,Высокий,29,context_single,C
t19_h.md,19,Методы сравнения стран,Высокий,30,context_single,A
t19_h.md,19,Методы сравнения стран,Высокий,31,multi,CD
t19_h.md,19,Методы сравнения стран,Высокий,32,multi,CD
t19_h.md,19,Методы сравнения стран,Высокий,33,multi,AC
t19_h.md,19,Методы сравнения стран,Высокий,34,multi,BD
t19_h.md,19,Методы сравнения стран,Высокий,35,multi,AB
t19_h.md,19,Методы сравнения стран,Высокий,36,match,"1-C, 2-B, 3-A, 4-D"
t19_h.md,19,Методы сравнения стран,Высокий,37,match,"1-B, 2-A, 3-C, 4-D"
t19_h.md,19,Методы сравнения стран,Высокий,38,match,"1-B, 2-D, 3-C, 4-A"
t19_h.md,19,Методы сравнения стран,Высокий,39,match,"1-C, 2-A, 3-D, 4-B"
t19_h.md,19,Методы сравнения стран,Высокий,40,match,"1-D, 2-C, 3-B, 4-A"
t20_b.md,20,Основы геополитики,Базовый,1,single,C
t20_b.md,20,Основы геополитики,Базовый,2,single,C
t20_b.md,20,Основы геополитики,Базовый,3,single,B
t20_b.md,20,Основы геополитики,Базовый,4,single,D
t20_b.md,20,Основы геополитики,Базовый,5,single,C
t20_b.md,20,Основы геополитики,Базовый,6,single,B
t20_b.md,20,Основы геополитики,Базовый,7,single,A
t20_b.md,20,Основы геополитики,Базовый,8,single,C
t20_b.md,20,Основы геополитики,Базовый,9,single,B
t20_b.md,20,Основы геополитики,Базовый,10,single,A
t20_b.md,20,Основы геополитики,Базовый,11,single,D
t20_b.md,20,Основы геополитики,Базовый,12,single,A
t20_b.md,20,Основы геополитики,Базовый,13,single,A
t20_b.md,20,Основы геополитики,Базовый,14,single,A
t20_b.md,20,Основы геополитики,Базовый,15,single,A
t20_b.md,20,Основы геополитики,Базовый,16,single,B
t20_b.md,20,Основы геополитики,Базовый,17,single,D
t20_b.md,20,Основы геополитики,Базовый,18,single,C
t20_b.md,20,Основы геополитики,Базовый,19,single,C
t20_b.md,20,Основы геополитики,Базовый,20,single,C
t20_b.md,20,Основы геополитики,Базовый,21,single,B
t20_b.md,20,Основы геополитики,Базовый,22,single,A
t20_b.md,20,Основы геополитики,Базовый,23,single,D
t20_b.md,20,Основы геополитики,Базовый,24,single,C
t20_b.md,20,Основы геополитики,Базовый,25,single,B
t20_b.md,20,Основы геополитики,Базовый,26,context_single,B
t20_b.md,20,Основы геополитики,Базовый,27,context_single,D
t20_b.md,20,Основы геополитики,Базовый,28,context_single,C
t20_b.md,20,Основы геополитики,Базовый,29,context_single,D
t20_b.md,20,Основы геополитики,Базовый,30,context_single,C
t20_b.md,20,Основы геополитики,Базовый,31,multi,BC
t20_b.md,20,Основы геополитики,Базовый,32,multi,BD
t20_b.md,20,Основы геополитики,Базовый,33,multi,BC
t20_b.md,20,Основы геополитики,Базовый,34,multi,BC
t20_b.md,20,Основы геополитики,Базовый,35,multi,BD
t20_b.md,20,Основы геополитики,Базовый,36,match,"1-A, 2-C, 3-B, 4-D"
t20_b.md,20,Основы геополитики,Базовый,37,match,"1-C, 2-A, 3-B, 4-D"
t20_b.md,20,Основы геополитики,Базовый,38,match,"1-C, 2-A, 3-B, 4-D"
t20_b.md,20,Основы геополитики,Базовый,39,match,"1-A, 2-D, 3-C, 4-B"
t20_b.md,20,Основы геополитики,Базовый,40,match,"1-D, 2-A, 3-B, 4-C"
t20_m.md,20,Основы геополитики,Средний,1,single,C
t20_m.md,20,Основы геополитики,Средний,2,single,C
t20_m.md,20,Основы геополитики,Средний,3,single,B
t20_m.md,20,Основы геополитики,Средний,4,single,C
t20_m.md,20,Основы геополитики,Средний,5,single,D
t20_m.md,20,Основы геополитики,Средний,6,single,B
t20_m.md,20,Основы геополитики,Средний,7,single,A
t20_m.md,20,Основы геополитики,Средний,8,single,D
t20_m.md,20,Основы геополитики,Средний,9,single,B
t20_m.md,20,Основы геополитики,Средний,10,single,C
t20_m.md,20,Основы геополитики,Средний,11,single,B
t20_m.md,20,Основы геополитики,Средний,12,single,C
t20_m.md,20,Основы геополитики,Средний,13,single,C
t20_m.md,20,Основы геополитики,Средний,14,single,B
t20_m.md,20,Основы геополитики,Средний,15,single,C
t20_m.md,20,Основы геополитики,Средний,16,single,C
t20_m.md,20,Основы геополитики,Средний,17,single,C
t20_m.md,20,Основы геополитики,Средний,18,single,A
t20_m.md,20,Основы геополитики,Средний,19,single,A
t20_m.md,20,Основы геополитики,Средний,20,single,D
t20_m.md,20,Основы геополитики,Средний,21,single,A
t20_m.md,20,Основы геополитики,Средний,22,single,B
t20_m.md,20,Основы геополитики,Средний,23,single,D
t20_m.md,20,Основы геополитики,Средний,24,single,C
t20_m.md,20,Основы геополитики,Средний,25,single,D
t20_m.md,20,Основы геополитики,Средний,26,context_single,B
t20_m.md,20,Основы геополитики,Средний,27,context_single,A
t20_m.md,20,Основы геополитики,Средний,28,context_single,B
t20_m.md,20,Основы геополитики,Средний,29,context_single,D
t20_m.md,20,Основы геополитики,Средний,30,context_single,B
t20_m.md,20,Основы геополитики,Средний,31,multi,BC
t20_m.md,20,Основы геополитики,Средний,32,multi,BD
