file,question_no,type,answer,explanation
t13_b.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_b.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_b.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_b.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_b.md,36,matching,"1-B, 2-A, 3-D, 4-B",Соответствие между понятием и правилом.
t13_b.md,37,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t13_b.md,38,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t13_b.md,39,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t13_b.md,40,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t13_m.md,1,single,B,Производная x^n равна n*x^(n-1).
t13_m.md,2,single,D,x=5
t13_m.md,3,single,A,a_n=a_1+(n-1)d.
t13_m.md,4,single,B,Производная x^n равна n*x^(n-1).
t13_m.md,5,single,D,x=-4
t13_m.md,6,single,A,a_n=a_1+(n-1)d.
t13_m.md,7,single,D,Производная x^n равна n*x^(n-1).
t13_m.md,8,single,D,x=7
t13_m.md,9,single,A,a_n=a_1+(n-1)d.
t13_m.md,10,single,C,Производная x^n равна n*x^(n-1).
t13_m.md,11,single,D,x=6
t13_m.md,12,single,E,a_n=a_1+(n-1)d.
t13_m.md,13,single,A,Производная x^n равна n*x^(n-1).
t13_m.md,14,single,D,x=5
t13_m.md,15,single,E,a_n=a_1+(n-1)d.
t13_m.md,16,single,B,Производная x^n равна n*x^(n-1).
t13_m.md,17,single,C,x=-1
t13_m.md,18,single,B,a_n=a_1+(n-1)d.
t13_m.md,19,single,A,Производная x^n равна n*x^(n-1).
t13_m.md,20,single,A,x=0
t13_m.md,21,single,C,a_n=a_1+(n-1)d.
t13_m.md,22,single,B,Производная x^n равна n*x^(n-1).
t13_m.md,23,single,D,x=5
t13_m.md,24,single,B,a_n=a_1+(n-1)d.
t13_m.md,25,single,B,Производная x^n равна n*x^(n-1).
t13_m.md,26,context_single,B,Производная x^n равна n*x^(n-1).
t13_m.md,27,context_single,E,x=-2
t13_m.md,28,context_single,D,a_n=a_1+(n-1)d.
t13_m.md,29,context_single,D,Производная x^n равна n*x^(n-1).
t13_m.md,30,context_single,D,x=0
t13_m.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_m.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_m.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_m.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_m.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_m.md,36,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t13_m.md,37,matching,"1-B, 2-A, 3-C, 4-B",Соответствие между понятием и правилом.
t13_m.md,38,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t13_m.md,39,matching,"1-A, 2-B, 3-D, 4-A",Соответствие между понятием и правилом.
t13_m.md,40,matching,"1-A, 2-D, 3-C, 4-A",Соответствие между понятием и правилом.
t13_h.md,1,single,D,Производная x^n равна n*x^(n-1).
t13_h.md,2,single,E,x=-5
t13_h.md,3,single,A,a_n=a_1+(n-1)d.
t13_h.md,4,single,C,Производная x^n равна n*x^(n-1).
t13_h.md,5,single,E,x=2
t13_h.md,6,single,B,a_n=a_1+(n-1)d.
t13_h.md,7,single,C,Производная x^n равна n*x^(n-1).
t13_h.md,8,single,C,x=1
t13_h.md,9,single,E,a_n=a_1+(n-1)d.
t13_h.md,10,single,E,Производная x^n равна n*x^(n-1).
t13_h.md,11,single,A,x=-5
t13_h.md,12,single,C,a_n=a_1+(n-1)d.
t13_h.md,13,single,B,Производная x^n равна n*x^(n-1).
t13_h.md,14,single,A,x=4
t13_h.md,15,single,E,a_n=a_1+(n-1)d.
t13_h.md,16,single,C,Производная x^n равна n*x^(n-1).
t13_h.md,17,single,E,x=0
t13_h.md,18,single,D,a_n=a_1+(n-1)d.
t13_h.md,19,single,C,Производная x^n равна n*x^(n-1).
t13_h.md,20,single,D,x=-4
t13_h.md,21,single,B,a_n=a_1+(n-1)d.
t13_h.md,22,single,D,Производная x^n равна n*x^(n-1).
t13_h.md,23,single,B,x=2
t13_h.md,24,single,C,a_n=a_1+(n-1)d.
t13_h.md,25,single,A,Производная x^n равна n*x^(n-1).
t13_h.md,26,context_single,C,Производная x^n равна n*x^(n-1).
t13_h.md,27,context_single,D,x=6
t13_h.md,28,context_single,C,a_n=a_1+(n-1)d.
t13_h.md,29,context_single,C,Производная x^n равна n*x^(n-1).
t13_h.md,30,context_single,B,x=0
t13_h.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_h.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_h.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_h.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_h.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t13_h.md,36,matching,"1-B, 2-D, 3-A, 4-B",Соответствие между понятием и правилом.
t13_h.md,37,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t13_h.md,38,matching,"1-B, 2-D, 3-A, 4-B",Соответствие между понятием и правилом.
t13_h.md,39,matching,"1-C, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t13_h.md,40,matching,"1-C, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t14_b.md,1,single,A,S=ah/2.
t14_b.md,2,single,C,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,3,single,A,S=ah/2.
t14_b.md,4,single,B,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,5,single,D,S=ah/2.
t14_b.md,6,single,E,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,7,single,E,S=ah/2.
t14_b.md,8,single,D,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,9,single,A,S=ah/2.
t14_b.md,10,single,B,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,11,single,C,S=ah/2.
t14_b.md,12,single,A,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,13,single,E,S=ah/2.
t14_b.md,14,single,D,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,15,single,D,S=ah/2.
t14_b.md,16,single,E,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,17,single,A,S=ah/2.
t14_b.md,18,single,E,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,19,single,C,S=ah/2.
t14_b.md,20,single,A,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,21,single,C,S=ah/2.
t14_b.md,22,single,A,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,23,single,C,S=ah/2.
t14_b.md,24,single,A,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,25,single,B,S=ah/2.
t14_b.md,26,context_single,E,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,27,context_single,C,S=ah/2.
t14_b.md,28,context_single,D,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,29,context_single,B,S=ah/2.
t14_b.md,30,context_single,A,По теореме Пифагора c^2=a^2+b^2.
t14_b.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_b.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_b.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_b.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_b.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_b.md,36,matching,"1-A, 2-B, 3-D, 4-A",Соответствие между понятием и правилом.
t14_b.md,37,matching,"1-A, 2-B, 3-D, 4-A",Соответствие между понятием и правилом.
t14_b.md,38,matching,"1-B, 2-A, 3-D, 4-B",Соответствие между понятием и правилом.
t14_b.md,39,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t14_b.md,40,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t14_m.md,1,single,B,S=ah/2.
t14_m.md,2,single,D,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,3,single,B,S=ah/2.
t14_m.md,4,single,E,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,5,single,D,S=ah/2.
t14_m.md,6,single,E,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,7,single,D,S=ah/2.
t14_m.md,8,single,E,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,9,single,C,S=ah/2.
t14_m.md,10,single,E,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,11,single,A,S=ah/2.
t14_m.md,12,single,E,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,13,single,E,S=ah/2.
t14_m.md,14,single,E,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,15,single,D,S=ah/2.
t14_m.md,16,single,D,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,17,single,D,S=ah/2.
t14_m.md,18,single,E,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,19,single,E,S=ah/2.
t14_m.md,20,single,E,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,21,single,D,S=ah/2.
t14_m.md,22,single,C,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,23,single,E,S=ah/2.
t14_m.md,24,single,D,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,25,single,D,S=ah/2.
t14_m.md,26,context_single,B,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,27,context_single,D,S=ah/2.
t14_m.md,28,context_single,D,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,29,context_single,C,S=ah/2.
t14_m.md,30,context_single,D,По теореме Пифагора c^2=a^2+b^2.
t14_m.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_m.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_m.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_m.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_m.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_m.md,36,matching,"1-A, 2-D, 3-C, 4-A",Соответствие между понятием и правилом.
t14_m.md,37,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t14_m.md,38,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t14_m.md,39,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t14_m.md,40,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t14_h.md,1,single,C,S=ah/2.
t14_h.md,2,single,A,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,3,single,C,S=ah/2.
t14_h.md,4,single,C,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,5,single,A,S=ah/2.
t14_h.md,6,single,A,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,7,single,C,S=ah/2.
t14_h.md,8,single,C,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,9,single,C,S=ah/2.
t14_h.md,10,single,B,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,11,single,E,S=ah/2.
t14_h.md,12,single,C,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,13,single,B,S=ah/2.
t14_h.md,14,single,B,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,15,single,E,S=ah/2.
t14_h.md,16,single,B,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,17,single,C,S=ah/2.
t14_h.md,18,single,B,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,19,single,C,S=ah/2.
t14_h.md,20,single,B,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,21,single,A,S=ah/2.
t14_h.md,22,single,C,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,23,single,C,S=ah/2.
t14_h.md,24,single,D,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,25,single,C,S=ah/2.
t14_h.md,26,context_single,A,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,27,context_single,B,S=ah/2.
t14_h.md,28,context_single,B,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,29,context_single,B,S=ah/2.
t14_h.md,30,context_single,D,По теореме Пифагора c^2=a^2+b^2.
t14_h.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_h.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_h.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_h.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_h.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t14_h.md,36,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t14_h.md,37,matching,"1-A, 2-D, 3-C, 4-A",Соответствие между понятием и правилом.
t14_h.md,38,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t14_h.md,39,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t14_h.md,40,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t15_b.md,1,single,C,S=ah/2.
t15_b.md,2,single,E,Координаты векторов складываются покомпонентно.
t15_b.md,3,single,D,По теореме Пифагора c^2=a^2+b^2.
t15_b.md,4,single,B,S=ah/2.
t15_b.md,5,single,A,Координаты векторов складываются покомпонентно.
t15_b.md,6,single,A,По теореме Пифагора c^2=a^2+b^2.
t15_b.md,7,single,E,S=ah/2.
t15_b.md,8,single,A,Координаты векторов складываются покомпонентно.
t15_b.md,9,single,E,По теореме Пифагора c^2=a^2+b^2.
t15_b.md,10,single,B,S=ah/2.
t15_b.md,11,single,E,Координаты векторов складываются покомпонентно.
t15_b.md,12,single,A,По теореме Пифагора c^2=a^2+b^2.
t15_b.md,13,single,D,S=ah/2.
t15_b.md,14,single,C,Координаты векторов складываются покомпонентно.
t15_b.md,15,single,D,По теореме Пифагора c^2=a^2+b^2.
t15_b.md,16,single,D,S=ah/2.
t15_b.md,17,single,D,Координаты векторов складываются покомпонентно.
t15_b.md,18,single,B,По теореме Пифагора c^2=a^2+b^2.
t15_b.md,19,single,D,S=ah/2.
t15_b.md,20,single,B,Координаты векторов складываются покомпонентно.
t15_b.md,21,single,C,По теореме Пифагора c^2=a^2+b^2.
t15_b.md,22,single,A,S=ah/2.
t15_b.md,23,single,D,Координаты векторов складываются покомпонентно.
t15_b.md,24,single,A,По теореме Пифагора c^2=a^2+b^2.
t15_b.md,25,single,D,S=ah/2.
t15_b.md,26,context_single,A,S=ah/2.
t15_b.md,27,context_single,A,Координаты векторов складываются покомпонентно.
t15_b.md,28,context_single,D,По теореме Пифагора c^2=a^2+b^2.
t15_b.md,29,context_single,B,S=ah/2.
t15_b.md,30,context_single,E,Координаты векторов складываются покомпонентно.
t15_b.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_b.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_b.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_b.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_b.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_b.md,36,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t15_b.md,37,matching,"1-B, 2-D, 3-A, 4-B",Соответствие между понятием и правилом.
t15_b.md,38,matching,"1-B, 2-C, 3-A, 4-B",Соответствие между понятием и правилом.
t15_b.md,39,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t15_b.md,40,matching,"1-A, 2-C, 3-B, 4-A",Соответствие между понятием и правилом.
t15_m.md,1,single,E,S=ah/2.
t15_m.md,2,single,D,Координаты векторов складываются покомпонентно.
t15_m.md,3,single,B,По теореме Пифагора c^2=a^2+b^2.
t15_m.md,4,single,D,S=ah/2.
t15_m.md,5,single,E,Координаты векторов складываются покомпонентно.
t15_m.md,6,single,C,По теореме Пифагора c^2=a^2+b^2.
t15_m.md,7,single,B,S=ah/2.
t15_m.md,8,single,D,Координаты векторов складываются покомпонентно.
t15_m.md,9,single,C,По теореме Пифагора c^2=a^2+b^2.
t15_m.md,10,single,E,S=ah/2.
t15_m.md,11,single,D,Координаты векторов складываются покомпонентно.
t15_m.md,12,single,E,По теореме Пифагора c^2=a^2+b^2.
t15_m.md,13,single,B,S=ah/2.
t15_m.md,14,single,C,Координаты векторов складываются покомпонентно.
t15_m.md,15,single,D,По теореме Пифагора c^2=a^2+b^2.
t15_m.md,16,single,C,S=ah/2.
t15_m.md,17,single,A,Координаты векторов складываются покомпонентно.
t15_m.md,18,single,B,По теореме Пифагора c^2=a^2+b^2.
t15_m.md,19,single,B,S=ah/2.
t15_m.md,20,single,B,Координаты векторов складываются покомпонентно.
t15_m.md,21,single,D,По теореме Пифагора c^2=a^2+b^2.
t15_m.md,22,single,B,S=ah/2.
t15_m.md,23,single,C,Координаты векторов складываются покомпонентно.
t15_m.md,24,single,E,По теореме Пифагора c^2=a^2+b^2.
t15_m.md,25,single,B,S=ah/2.
t15_m.md,26,context_single,D,S=ah/2.
t15_m.md,27,context_single,E,Координаты векторов складываются покомпонентно.
t15_m.md,28,context_single,C,По теореме Пифагора c^2=a^2+b^2.
t15_m.md,29,context_single,D,S=ah/2.
t15_m.md,30,context_single,C,Координаты векторов складываются покомпонентно.
t15_m.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_m.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_m.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_m.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_m.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_m.md,36,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t15_m.md,37,matching,"1-B, 2-A, 3-D, 4-B",Соответствие между понятием и правилом.
t15_m.md,38,matching,"1-B, 2-D, 3-A, 4-B",Соответствие между понятием и правилом.
t15_m.md,39,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t15_m.md,40,matching,"1-B, 2-A, 3-C, 4-B",Соответствие между понятием и правилом.
t15_h.md,1,single,E,S=ah/2.
t15_h.md,2,single,C,Координаты векторов складываются покомпонентно.
t15_h.md,3,single,C,По теореме Пифагора c^2=a^2+b^2.
t15_h.md,4,single,A,S=ah/2.
t15_h.md,5,single,D,Координаты векторов складываются покомпонентно.
t15_h.md,6,single,C,По теореме Пифагора c^2=a^2+b^2.
t15_h.md,7,single,A,S=ah/2.
t15_h.md,8,single,D,Координаты векторов складываются покомпонентно.
t15_h.md,9,single,C,По теореме Пифагора c^2=a^2+b^2.
t15_h.md,10,single,A,S=ah/2.
t15_h.md,11,single,C,Координаты векторов складываются покомпонентно.
t15_h.md,12,single,A,По теореме Пифагора c^2=a^2+b^2.
t15_h.md,13,single,C,S=ah/2.
t15_h.md,14,single,C,Координаты векторов складываются покомпонентно.
t15_h.md,15,single,A,По теореме Пифагора c^2=a^2+b^2.
t15_h.md,16,single,E,S=ah/2.
t15_h.md,17,single,D,Координаты векторов складываются покомпонентно.
t15_h.md,18,single,E,По теореме Пифагора c^2=a^2+b^2.
t15_h.md,19,single,C,S=ah/2.
t15_h.md,20,single,B,Координаты векторов складываются покомпонентно.
t15_h.md,21,single,C,По теореме Пифагора c^2=a^2+b^2.
t15_h.md,22,single,A,S=ah/2.
t15_h.md,23,single,E,Координаты векторов складываются покомпонентно.
t15_h.md,24,single,D,По теореме Пифагора c^2=a^2+b^2.
t15_h.md,25,single,E,S=ah/2.
t15_h.md,26,context_single,D,S=ah/2.
t15_h.md,27,context_single,A,Координаты векторов складываются покомпонентно.
t15_h.md,28,context_single,A,По теореме Пифагора c^2=a^2+b^2.
t15_h.md,29,context_single,B,S=ah/2.
t15_h.md,30,context_single,C,Координаты векторов складываются покомпонентно.
t15_h.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_h.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_h.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_h.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_h.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t15_h.md,36,matching,"1-B, 2-A, 3-D, 4-B",Соответствие между понятием и правилом.
t15_h.md,37,matching,"1-A, 2-C, 3-D, 4-A",Соответствие между понятием и правилом.
t15_h.md,38,matching,"1-B, 2-A, 3-C, 4-B",Соответствие между понятием и правилом.
t15_h.md,39,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t15_h.md,40,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t16_b.md,1,single,A,V=abc.
t16_b.md,2,single,D,S=ah/2.
t16_b.md,3,single,B,V=abc.
t16_b.md,4,single,D,S=ah/2.
t16_b.md,5,single,C,V=abc.
t16_b.md,6,single,C,S=ah/2.
t16_b.md,7,single,D,V=abc.
t16_b.md,8,single,A,S=ah/2.
t16_b.md,9,single,D,V=abc.
t16_b.md,10,single,D,S=ah/2.
t16_b.md,11,single,C,V=abc.
t16_b.md,12,single,D,S=ah/2.
t16_b.md,13,single,E,V=abc.
t16_b.md,14,single,E,S=ah/2.
t16_b.md,15,single,B,V=abc.
t16_b.md,16,single,B,S=ah/2.
t16_b.md,17,single,A,V=abc.
t16_b.md,18,single,E,S=ah/2.
t16_b.md,19,single,A,V=abc.
t16_b.md,20,single,B,S=ah/2.
t16_b.md,21,single,B,V=abc.
t16_b.md,22,single,A,S=ah/2.
t16_b.md,23,single,E,V=abc.
t16_b.md,24,single,B,S=ah/2.
t16_b.md,25,single,A,V=abc.
t16_b.md,26,context_single,B,S=ah/2.
t16_b.md,27,context_single,D,V=abc.
t16_b.md,28,context_single,D,S=ah/2.
t16_b.md,29,context_single,E,V=abc.
t16_b.md,30,context_single,C,S=ah/2.
t16_b.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_b.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_b.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_b.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_b.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_b.md,36,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t16_b.md,37,matching,"1-B, 2-A, 3-D, 4-B",Соответствие между понятием и правилом.
t16_b.md,38,matching,"1-B, 2-A, 3-C, 4-B",Соответствие между понятием и правилом.
t16_b.md,39,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t16_b.md,40,matching,"1-A, 2-B, 3-D, 4-A",Соответствие между понятием и правилом.
t16_m.md,1,single,E,V=abc.
t16_m.md,2,single,B,S=ah/2.
t16_m.md,3,single,B,V=abc.
t16_m.md,4,single,B,S=ah/2.
t16_m.md,5,single,D,V=abc.
t16_m.md,6,single,D,S=ah/2.
t16_m.md,7,single,B,V=abc.
t16_m.md,8,single,D,S=ah/2.
t16_m.md,9,single,B,V=abc.
t16_m.md,10,single,E,S=ah/2.
t16_m.md,11,single,B,V=abc.
t16_m.md,12,single,E,S=ah/2.
t16_m.md,13,single,A,V=abc.
t16_m.md,14,single,C,S=ah/2.
t16_m.md,15,single,B,V=abc.
t16_m.md,16,single,B,S=ah/2.
t16_m.md,17,single,B,V=abc.
t16_m.md,18,single,B,S=ah/2.
t16_m.md,19,single,D,V=abc.
t16_m.md,20,single,D,S=ah/2.
t16_m.md,21,single,D,V=abc.
t16_m.md,22,single,E,S=ah/2.
t16_m.md,23,single,A,V=abc.
t16_m.md,24,single,E,S=ah/2.
t16_m.md,25,single,B,V=abc.
t16_m.md,26,context_single,B,S=ah/2.
t16_m.md,27,context_single,D,V=abc.
t16_m.md,28,context_single,A,S=ah/2.
t16_m.md,29,context_single,A,V=abc.
t16_m.md,30,context_single,E,S=ah/2.
t16_m.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_m.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_m.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_m.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_m.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_m.md,36,matching,"1-B, 2-A, 3-C, 4-B",Соответствие между понятием и правилом.
t16_m.md,37,matching,"1-B, 2-A, 3-C, 4-B",Соответствие между понятием и правилом.
t16_m.md,38,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t16_m.md,39,matching,"1-A, 2-B, 3-C, 4-A",Соответствие между понятием и правилом.
t16_m.md,40,matching,"1-C, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t16_h.md,1,single,D,V=abc.
t16_h.md,2,single,E,S=ah/2.
t16_h.md,3,single,B,V=abc.
t16_h.md,4,single,A,S=ah/2.
t16_h.md,5,single,C,V=abc.
t16_h.md,6,single,E,S=ah/2.
t16_h.md,7,single,E,V=abc.
t16_h.md,8,single,D,S=ah/2.
t16_h.md,9,single,C,V=abc.
t16_h.md,10,single,B,S=ah/2.
t16_h.md,11,single,E,V=abc.
t16_h.md,12,single,C,S=ah/2.
t16_h.md,13,single,C,V=abc.
t16_h.md,14,single,C,S=ah/2.
t16_h.md,15,single,D,V=abc.
t16_h.md,16,single,A,S=ah/2.
t16_h.md,17,single,A,V=abc.
t16_h.md,18,single,B,S=ah/2.
t16_h.md,19,single,C,V=abc.
t16_h.md,20,single,B,S=ah/2.
t16_h.md,21,single,B,V=abc.
t16_h.md,22,single,B,S=ah/2.
t16_h.md,23,single,C,V=abc.
t16_h.md,24,single,C,S=ah/2.
t16_h.md,25,single,C,V=abc.
t16_h.md,26,context_single,E,S=ah/2.
t16_h.md,27,context_single,D,V=abc.
t16_h.md,28,context_single,C,S=ah/2.
t16_h.md,29,context_single,B,V=abc.
t16_h.md,30,context_single,A,S=ah/2.
t16_h.md,31,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_h.md,32,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_h.md,33,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_h.md,34,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_h.md,35,multi,ABD,Верные утверждения соответствуют базовым правилам темы.
t16_h.md,36,matching,"1-C, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t16_h.md,37,matching,"1-C, 2-A, 3-B, 4-C",Соответствие между понятием и правилом.
t16_h.md,38,matching,"1-C, 2-B, 3-A, 4-C",Соответствие между понятием и правилом.
t16_h.md,39,matching,"1-A, 2-D, 3-B, 4-A",Соответствие между понятием и правилом.
t16_h.md,40,matching,"1-B, 2-A, 3-D, 4-B",Соответствие между понятием и правилом.
t17_b.md,1,single,A,По теореме Пифагора c^2=a^2+b^2.
t17_b.md,2,single,E,V=abc.
t17_b.md,3,single,A,По теореме Пифагора c^2=a^2+b^2.
t17_b.md,4,single,C,V=abc.
t17_b.md,5,single,D,По теореме Пифагора c^2=a^2+b^2.
t17_b.md,6,single,E,V=abc.
t17_b.md,7,single,C,По теореме Пифагора c^2=a^2+b^2.
t17_b.md,8,single,A,V=abc.
t17_b.md,9,single,D,По теореме Пифагора c^2=a^2+b^2.
t17_b.md,10,single,B,V=abc.
t17_b.md,11,single,E,По теореме Пифагора c^2=a^2+b^2.
t17_b.md,12,single,D,V=abc.
t17_b.md,13,single,A,По теореме Пифагора c^2=a^2+b^2.
